sourceId,extent,sourceOriginName,boundingBox,sizeInBytes,bestFitIndex,format,downloadURL,previewGraphicURL,prettyFileSize,datasets,title,sourceOriginId,lastUpdated,dateCreated,metaUrl,sourceName,publicationDate
581d231be4b08da350d5602d,1 x 1 degree,gda,"{minY:65.9966666668342,minX:-148.003333333566,maxY:67.0033333337673,maxX:-146.996666666633}",10539159,0.0,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/USGS_NED_2_n67w148_ArcGrid.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/USGS_NED_2_n67w148_ArcGrid_thumb.jpg,10.05 MB,"[National Elevation Dataset (NED) Alaska 2 arc-second,National Elevation Dataset (NED)]",USGS NED 2 arc-second n67w148 1 x 1 degree ArcGrid 2016,7779388,2016-11-12,2016-11-04,https://www.sciencebase.gov/catalog/item/581d231be4b08da350d5602d,ScienceBase,2016-01-05
581d2324e4b08da350d56137,1 x 1 degree,gda,"{minY:66.9966666666343,minX:-147.003333333766,maxY:68.0033333335675,maxX:-145.996666666833}",10411465,0.0,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/USGS_NED_2_n68w147_ArcGrid.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/USGS_NED_2_n68w147_ArcGrid_thumb.jpg,9.93 MB,"[National Elevation Dataset (NED) Alaska 2 arc-second,National Elevation Dataset (NED)]",USGS NED 2 arc-second n68w147 1 x 1 degree ArcGrid 2015,7779290,2016-11-12,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2324e4b08da350d56137,ScienceBase,2015-12-24
581d2325e4b08da350d56163,1 x 1 degree,gda,"{minY:66.9966666666343,minX:-158.003333333366,maxY:68.0033333335675,maxX:-156.996666666433}",11359315,0.0,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/USGS_NED_2_n68w158_ArcGrid.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/USGS_NED_2_n68w158_ArcGrid_thumb.jpg,10.83 MB,"[National Elevation Dataset (NED) Alaska 2 arc-second,National Elevation Dataset (NED)]",USGS NED 2 arc-second n68w158 1 x 1 degree ArcGrid 2016,8506042,2016-11-12,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2325e4b08da350d56163,ScienceBase,2016-08-25
581d2327e4b08da350d561a6,1 x 1 degree,gda,"{minY:67.9966666664345,minX:-155.003333333966,maxY:69.0033333333676,maxX:-153.996666667033}",11078695,0.0,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/USGS_NED_2_n69w155_ArcGrid.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/USGS_NED_2_n69w155_ArcGrid_thumb.jpg,10.57 MB,"[National Elevation Dataset (NED) Alaska 2 arc-second,National Elevation Dataset (NED)]",USGS NED 2 arc-second n69w155 1 x 1 degree ArcGrid 2015,7606413,2016-11-12,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2327e4b08da350d561a6,ScienceBase,2015-10-20
581d2328e4b08da350d561e5,1 x 1 degree,gda,"{minY:68.9966666662346,minX:-151.003333333866,maxY:70.0033333331677,maxX:-149.996666666933}",10684068,0.0,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/USGS_NED_2_n70w151_ArcGrid.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/USGS_NED_2_n70w151_ArcGrid_thumb.jpg,10.19 MB,"[National Elevation Dataset (NED) Alaska 2 arc-second,National Elevation Dataset (NED)]",USGS NED 2 arc-second n70w151 1 x 1 degree ArcGrid 2016,8503723,2016-11-12,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2328e4b08da350d561e5,ScienceBase,2016-09-02
581d2328e4b08da350d561f8,1 x 1 degree,gda,"{minY:68.9966666662346,minX:-153.003333333466,maxY:70.0033333331677,maxX:-151.996666666533}",10700705,0.0,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/USGS_NED_2_n70w153_ArcGrid.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/USGS_NED_2_n70w153_ArcGrid_thumb.jpg,10.20 MB,"[National Elevation Dataset (NED) Alaska 2 arc-second,National Elevation Dataset (NED)]",USGS NED 2 arc-second n70w153 1 x 1 degree ArcGrid 2016,8503726,2016-11-12,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2328e4b08da350d561f8,ScienceBase,2016-09-02
581d2329e4b08da350d56200,1 x 1 degree,gda,"{minY:68.9966666662346,minX:-154.003333333266,maxY:70.0033333331677,maxX:-152.996666666333}",10577187,0.0,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/USGS_NED_2_n70w154_ArcGrid.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/USGS_NED_2_n70w154_ArcGrid_thumb.jpg,10.09 MB,"[National Elevation Dataset (NED) Alaska 2 arc-second,National Elevation Dataset (NED)]",USGS NED 2 arc-second n70w154 1 x 1 degree ArcGrid 2015,7709398,2016-11-12,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2329e4b08da350d56200,ScienceBase,2015-11-17
581d2333e4b08da350d5633a,1 x 1 degree,gda,"{minY:51.99666666667,minX:-175.0033333333,maxY:53.00333333334,maxX:-173.9966666666}",1014622,0.0,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/n53w175.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/grdn53w175_2_thumb.jpg,990.84 KB,"[National Elevation Dataset (NED) Alaska 2 arc-second,National Elevation Dataset (NED)]",USGS NED n53w175 2 arc-second 2013 1 x 1 degree ArcGrid,6026270,2016-11-12,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2333e4b08da350d5633a,ScienceBase,2013-01-01
581d2347e4b08da350d56585,1 x 1 degree,gda,"{minY:57.99666666667,minX:-160.0033333333,maxY:59.00333333334,maxX:-158.9966666666}",2468578,0.0,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/n59w160.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/grdn59w160_2_thumb.jpg,2.35 MB,"[National Elevation Dataset (NED) Alaska 2 arc-second,National Elevation Dataset (NED)]",USGS NED n59w160 2 arc-second 2013 1 x 1 degree ArcGrid,6026363,2016-11-12,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2347e4b08da350d56585,ScienceBase,2013-01-01
581d2347e4b08da350d5658e,1 x 1 degree,gda,"{minY:57.99666666667,minX:-161.0033333333,maxY:59.00333333334,maxX:-159.9966666666}",1545206,0.0,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/n59w161.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/grdn59w161_2_thumb.jpg,1.47 MB,"[National Elevation Dataset (NED) Alaska 2 arc-second,National Elevation Dataset (NED)]",USGS NED n59w161 2 arc-second 2013 1 x 1 degree ArcGrid,6026364,2016-11-12,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2347e4b08da350d5658e,ScienceBase,2013-01-01
581d2353e4b08da350d56719,1 x 1 degree,gda,"{minY:58.99666666667,minX:-167.0033333333,maxY:60.00333333334,maxX:-165.9966666666}",1724372,0.0,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/n60w167.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/grdn60w167_2_thumb.jpg,1.64 MB,"[National Elevation Dataset (NED) Alaska 2 arc-second,National Elevation Dataset (NED)]",USGS NED n60w167 2 arc-second 2013 1 x 1 degree ArcGrid,6026405,2016-11-12,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2353e4b08da350d56719,ScienceBase,2013-01-01
581d2354e4b08da350d5674a,1 x 1 degree,gda,"{minY:59.99666666667,minX:-138.0033333333,maxY:61.00333333334,maxX:-136.9966666666}",10422906,0.0,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/n61w138.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/grdn61w138_2_thumb.jpg,9.94 MB,"[National Elevation Dataset (NED) Alaska 2 arc-second,National Elevation Dataset (NED)]",USGS NED n61w138 2 arc-second 2013 1 x 1 degree ArcGrid,6026415,2016-11-12,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2354e4b08da350d5674a,ScienceBase,2013-01-01
581d2356e4b08da350d567c4,1 x 1 degree,gda,"{minY:59.99666666667,minX:-164.0033333333,maxY:61.00333333334,maxX:-162.9966666666}",4303069,0.0,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/n61w164.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/grdn61w164_2_thumb.jpg,4.10 MB,"[National Elevation Dataset (NED) Alaska 2 arc-second,National Elevation Dataset (NED)]",USGS NED n61w164 2 arc-second 2013 1 x 1 degree ArcGrid,6026440,2016-11-12,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2356e4b08da350d567c4,ScienceBase,2013-01-01
581d2356e4b08da350d567cd,1 x 1 degree,gda,"{minY:59.99666666667,minX:-165.0033333333,maxY:61.00333333334,maxX:-163.9966666666}",4451046,0.0,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/n61w165.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/grdn61w165_2_thumb.jpg,4.24 MB,"[National Elevation Dataset (NED) Alaska 2 arc-second,National Elevation Dataset (NED)]",USGS NED n61w165 2 arc-second 2013 1 x 1 degree ArcGrid,6026441,2016-11-12,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2356e4b08da350d567cd,ScienceBase,2013-01-01
581d235fe4b08da350d568d2,1 x 1 degree,gda,"{minY:60.99666666667,minX:-137.0033333333,maxY:62.00333333334,maxX:-135.9966666666}",10914897,0.0,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/n62w137.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/grdn62w137_2_thumb.jpg,10.41 MB,"[National Elevation Dataset (NED) Alaska 2 arc-second,National Elevation Dataset (NED)]",USGS NED n62w137 2 arc-second 2013 1 x 1 degree ArcGrid,6026452,2016-11-12,2016-11-04,https://www.sciencebase.gov/catalog/item/581d235fe4b08da350d568d2,ScienceBase,2013-01-01
581d235fe4b08da350d568f8,1 x 1 degree,gda,"{minY:60.99666666667,minX:-156.0033333333,maxY:62.00333333334,maxX:-154.9966666666}",10566509,0.0,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/n62w156.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/grdn62w156_2_thumb.jpg,10.08 MB,"[National Elevation Dataset (NED) Alaska 2 arc-second,National Elevation Dataset (NED)]",USGS NED n62w156 2 arc-second 2013 1 x 1 degree ArcGrid,6026471,2016-11-12,2016-11-04,https://www.sciencebase.gov/catalog/item/581d235fe4b08da350d568f8,ScienceBase,2013-01-01
581d2360e4b08da350d5691e,1 x 1 degree,gda,"{minY:60.99666666667,minX:-166.0033333333,maxY:62.00333333334,maxX:-164.9966666666}",3687171,0.0,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/n62w166.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/grdn62w166_2_thumb.jpg,3.52 MB,"[National Elevation Dataset (NED) Alaska 2 arc-second,National Elevation Dataset (NED)]",USGS NED n62w166 2 arc-second 2013 1 x 1 degree ArcGrid,6026481,2016-11-12,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2360e4b08da350d5691e,ScienceBase,2013-01-01
581d2361e4b08da350d5692c,1 x 1 degree,gda,"{minY:61.99666666667,minX:-135.0033333333,maxY:63.00333333334,maxX:-133.9966666666}",10440927,0.0,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/n63w135.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/grdn63w135_2_thumb.jpg,9.96 MB,"[National Elevation Dataset (NED) Alaska 2 arc-second,National Elevation Dataset (NED)]",USGS NED n63w135 2 arc-second 2013 1 x 1 degree ArcGrid,6026484,2016-11-12,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2361e4b08da350d5692c,ScienceBase,2013-01-01
581d236ee4b08da350d56ae4,1 x 1 degree,gda,"{minY:62.99666666667,minX:-157.0033333333,maxY:64.00333333334,maxX:-155.9966666666}",10833548,0.0,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/n64w157.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/grdn64w157_2_thumb.jpg,10.33 MB,"[National Elevation Dataset (NED) Alaska 2 arc-second,National Elevation Dataset (NED)]",USGS NED n64w157 2 arc-second 2013 1 x 1 degree ArcGrid,6026538,2016-11-12,2016-11-04,https://www.sciencebase.gov/catalog/item/581d236ee4b08da350d56ae4,ScienceBase,2013-01-01
581d2382e4b08da350d56c8d,1 x 1 degree,gda,"{minY:64.99666666667,minX:-163.0033333333,maxY:66.00333333334,maxX:-161.9966666666}",11703249,0.0,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/n66w163.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/grdn66w163_2_thumb.jpg,11.16 MB,"[National Elevation Dataset (NED) Alaska 2 arc-second,National Elevation Dataset (NED)]",USGS NED n66w163 2 arc-second 2013 1 x 1 degree ArcGrid,6026606,2016-11-12,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2382e4b08da350d56c8d,ScienceBase,2013-01-01
581d2391e4b08da350d56e3c,1 x 1 degree,gda,"{minY:67.99666666667,minX:-143.0033333333,maxY:69.00333333334,maxX:-141.9966666666}",11085935,0.0,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/n69w143.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/grdn69w143_2_thumb.jpg,10.57 MB,"[National Elevation Dataset (NED) Alaska 2 arc-second,National Elevation Dataset (NED)]",USGS NED n69w143 2 arc-second 2013 1 x 1 degree ArcGrid,6026678,2016-11-12,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2391e4b08da350d56e3c,ScienceBase,2013-01-01
581d2391e4b08da350d56e46,1 x 1 degree,gda,"{minY:67.99666666667,minX:-145.0033333333,maxY:69.00333333334,maxX:-143.9966666666}",11116643,0.0,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/n69w145.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/grdn69w145_2_thumb.jpg,10.60 MB,"[National Elevation Dataset (NED) Alaska 2 arc-second,National Elevation Dataset (NED)]",USGS NED n69w145 2 arc-second 2013 1 x 1 degree ArcGrid,6026680,2016-11-12,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2391e4b08da350d56e46,ScienceBase,2013-01-01
581d2392e4b08da350d56e72,1 x 1 degree,gda,"{minY:67.99666666667,minX:-166.0033333333,maxY:69.00333333334,maxX:-164.9966666666}",9404304,0.0,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/n69w166.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/grdn69w166_2_thumb.jpg,8.97 MB,"[National Elevation Dataset (NED) Alaska 2 arc-second,National Elevation Dataset (NED)]",USGS NED n69w166 2 arc-second 2013 1 x 1 degree ArcGrid,6026701,2016-11-12,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2392e4b08da350d56e72,ScienceBase,2013-01-01
581d2398e4b08da350d56f82,1 x 1 degree,gda,"{minY:70.99666666667,minX:-157.0033333333,maxY:72.00333333334,maxX:-155.9966666666}",2123475,0.0,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/n72w157.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/grdn72w157_2_thumb.jpg,2.03 MB,"[National Elevation Dataset (NED) Alaska 2 arc-second,National Elevation Dataset (NED)]",USGS NED n72w157 2 arc-second 2013 1 x 1 degree ArcGrid,6026756,2016-11-12,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2398e4b08da350d56f82,ScienceBase,2013-01-01
581d2374e4b08da350d56b41,1 x 1 degree,gda,"{minY:63.99666666667,minX:-140.0033333333,maxY:65.00333333334,maxX:-138.9966666666}",10690062,0.0,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/n65w140.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/grdn65w140_2_thumb.jpg,10.19 MB,"[National Elevation Dataset (NED) Alaska 2 arc-second,National Elevation Dataset (NED)]",USGS NED n65w140 2 arc-second 2013 1 x 1 degree ArcGrid,6026552,2016-11-12,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2374e4b08da350d56b41,ScienceBase,2013-01-01
581d2374e4b08da350d56b4a,1 x 1 degree,gda,"{minY:63.99666666667,minX:-141.0033333333,maxY:65.00333333334,maxX:-139.9966666666}",10793091,0.0,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/n65w141.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/grdn65w141_2_thumb.jpg,10.29 MB,"[National Elevation Dataset (NED) Alaska 2 arc-second,National Elevation Dataset (NED)]",USGS NED n65w141 2 arc-second 2013 1 x 1 degree ArcGrid,6026553,2016-11-12,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2374e4b08da350d56b4a,ScienceBase,2013-01-01
581d2376e4b08da350d56bba,1 x 1 degree,gda,"{minY:64.99666666667,minX:-137.0033333333,maxY:66.00333333334,maxX:-135.9966666666}",10260799,0.0,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/n66w137.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/grdn66w137_2_thumb.jpg,9.79 MB,"[National Elevation Dataset (NED) Alaska 2 arc-second,National Elevation Dataset (NED)]",USGS NED n66w137 2 arc-second 2013 1 x 1 degree ArcGrid,6026580,2016-11-12,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2376e4b08da350d56bba,ScienceBase,2013-01-01
581d2384e4b08da350d56cc6,1 x 1 degree,gda,"{minY:65.99666666667,minX:-141.0033333333,maxY:67.00333333334,maxX:-139.9966666666}",10437093,0.0,ArcGrid,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/n67w141.zip,https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/2/ArcGrid/grdn67w141_2_thumb.jpg,9.95 MB,"[National Elevation Dataset (NED) Alaska 2 arc-second,National Elevation Dataset (NED)]",USGS NED n67w141 2 arc-second 2013 1 x 1 degree ArcGrid,6026616,2016-11-12,2016-11-04,https://www.sciencebase.gov/catalog/item/581d2384e4b08da350d56cc6,ScienceBase,2013-01-01
